EmployeeID,Name,Gender,Age,Department,JobRole,EducationLevel,JoiningDate,Country,MonthlySalary,OvertimeHoursPerMonth,LeavesTaken,ProjectsHandled,TrainingHours,LastPromotionYear,YearsAtCompany,WorkLifeBalanceScore,PerformanceRating,AttritionRisk
184,Kavya Menon 84,Female,51,IT,Software Engineer,3,2022-04-28,India,121889,4,22,6,5,2025,2,1.98,3,No
185,Vihaan Verma 85,Female,42,IT,Tester,1,2022-01-26,India,50250,10,22,5,48,2024,2,3.51,4,No
186,Ashley Marsh 86,Male,22,Support,Support Engineer,2,2014-06-26,Germany,81023,39,1,5,75,2025,10,2.42,3,No
187,Riya Mishra 87,Male,25,Sales,Business Development,5,2023-03-11,India,136350,4,8,13,21,2025,1,2.59,3,No
188,Nicole Roberts 88,Female,47,IT,Software Engineer,1,2010-11-05,France,51427,28,18,3,47,2019,14,5.58,1,No
189,Saanvi Iyer 89,Male,45,Sales,Sales Executive,3,2011-06-04,UK,106643,10,1,3,20,2022,13,2.52,4,No
190,Nicole Roberts 90,Female,28,IT,Developer,3,2010-10-10,UK,169511,4,27,6,32,2021,14,1.64,4,No
191,Christopher Benson 91,Other,21,IT,Tester,3,2015-12-22,Germany,113672,31,18,12,80,2022,9,3.8,3,No
192,Connie Bailey 92,Female,40,Sales,Sales Executive,1,2010-07-18,UK,52300,35,1,10,55,2020,14,3.91,3,No
193,Ananya Singh 93,Other,43,HR,HR Executive,3,2010-07-23,Canada,95289,14,14,13,28,2024,14,4.08,2,No
194,Brenda Bauer 94,Male,52,Sales,Account Manager,3,2017-02-03,UK,183254,18,23,10,52,2022,7,4.04,4,No
195,Avani Bhat 95,Male,31,Support,Support Engineer,5,2014-03-01,India,54659,21,20,7,39,2018,10,3.35,4,No
196,Vihaan Verma 96,Female,59,HR,Recruitment Specialist,2,2021-01-10,France,45360,33,2,14,73,2023,3,3.36,3,No
197,Norman Lane 97,Male,44,Finance,Financial Analyst,3,2022-11-06,France,56424,16,4,1,17,2024,2,4.14,2,No
198,Ananya Singh 98,Female,31,Sales,Account Manager,3,2010-09-25,Canada,133035,11,10,14,46,2021,14,4.81,3,No
199,Ananya Singh 99,Female,49,IT,Data Analyst,3,2021-11-14,France,83791,24,26,3,12,2023,3,1.94,3,No
200,Saanvi Iyer 100,Female,46,Support,Support Engineer,3,2017-01-28,France,169137,16,23,12,26,2022,7,2.59,3,No
201,Nicole Roberts 101,Male,36,IT,Software Engineer,2,2019-07-22,France,47300,9,6,1,61,2021,5,3.83,3,No
202,Vivaan Gupta 102,Female,55,Sales,Business Development,2,2012-04-11,USA,68370,27,5,10,73,2019,12,3.45,3,Yes
203,Manish Badami 103,Other,40,Sales,Sales Executive,3,2021-03-09,Canada,62209,17,13,3,44,2023,3,1.41,3,No
204,Rohan Pillai 104,Female,23,Marketing,Content Lead,3,2015-10-21,Canada,55927,17,28,5,2,2023,9,2.63,3,No
205,Troy Ford 105,Male,21,HR,Recruitment Specialist,3,2022-08-20,UK,69579,31,0,9,21,2025,2,3.5,4,No
206,Jasmine Gonzalez 106,Female,21,Finance,Financial Analyst,2,2017-04-16,India,44032,13,25,3,26,2022,7,3.21,3,No
207,Sara Khan 107,Female,37,Sales,Business Development,2,2009-06-06,Canada,128254,15,16,10,54,2018,15,2.84,3,No
208,Jasmine Gonzalez 108,Female,22,Sales,Sales Executive,1,2014-03-02,Germany,113413,17,16,14,66,2017,10,5.54,2,No
209,Judith Ware 109,Other,49,IT,Developer,1,2018-11-25,Canada,148528,15,13,10,32,2021,6,3.18,3,No
210,Troy Ford 110,Female,40,Finance,Financial Analyst,3,2018-02-09,Germany,158916,16,9,9,1,2022,6,3.43,4,No
211,Steven Barnett 111,Male,26,IT,Software Engineer,4,2010-12-16,France,107302,6,29,1,74,2024,14,3.33,1,No
212,Ishaan Malhotra 112,Female,28,Sales,Business Development,2,2017-11-14,India,120757,11,7,6,45,2023,7,3.41,3,No
213,Erin Massey 113,Male,49,Marketing,Content Strategist,2,2018-08-27,Germany,50932,33,7,9,73,2022,6,3.24,2,No
214,Vihaan Verma 114,Female,53,Sales,Account Manager,2,2022-10-23,India,60714,9,13,12,32,2025,2,1.12,3,No
215,Aditya Kumar 115,Female,23,Support,Support Engineer,3,2013-12-21,India,92803,4,6,5,57,2019,11,2.21,3,No
216,Kabir Mehta 116,Male,55,IT,Developer,1,2019-03-02,USA,168624,20,5,11,6,2021,5,2.89,2,No
217,Devansh Banerjee 117,Female,25,Support,Support Engineer,4,2021-11-24,India,91627,2,3,14,14,2024,3,4.01,2,No
218,Devansh Banerjee 118,Male,47,Marketing,Marketing Executive,3,2015-02-24,France,114810,18,0,10,25,2019,9,2.9,4,No
219,Myra Nair 119,Female,32,Marketing,SEO Specialist,5,2016-05-25,Germany,80380,34,14,2,10,2024,8,2.37,3,Yes
220,Arjun Rao 120,Male,40,IT,Engineer,4,2014-04-08,India,99686,5,30,5,37,2022,10,4.14,3,No
221,Anna Dominguez 121,Female,40,Finance,Financial Analyst,3,2013-11-15,France,155321,13,24,1,26,2025,11,4.55,4,No
222,Meera Das 122,Female,29,Marketing,SEO Specialist,3,2022-07-28,USA,80028,3,14,9,6,2025,2,1.67,3,No
223,Meera Das 123,Male,59,HR,Recruitment Specialist,2,2009-08-21,France,181367,17,0,10,0,2021,15,3.3,4,No
224,Nicole Roberts 124,Female,24,Marketing,Content Lead,3,2023-02-23,France,148141,28,19,13,73,2025,1,0.53,5,No
225,Ananya Singh 125,Male,39,Marketing,Content Lead,4,2009-03-15,Canada,90248,34,2,10,20,2018,15,2.89,3,No
226,Pari Joshi 126,Male,58,HR,Employee Relations,1,2020-10-26,UK,45523,37,22,9,78,2025,4,5.08,3,No
227,Aarav Sharma 127,Other,47,Sales,Business Development,4,2020-10-28,Germany,80530,15,4,6,29,2023,4,3.29,3,No
228,Riya Mishra 128,Female,33,Support,Support Engineer,2,2012-11-26,UK,48769,19,4,11,7,2019,12,1.82,4,No
229,Peter Mckee 129,Male,33,Sales,Account Manager,4,2014-02-03,USA,147035,23,3,9,82,2019,10,1.84,3,No
230,Shannon Clark 130,Female,42,IT,Engineer,4,2013-04-26,USA,114782,34,16,14,2,2025,11,2.27,4,No
231,Myra Nair 131,Female,48,HR,HR Manager,3,2022-11-23,France,113382,18,20,3,54,2024,2,2.53,5,No
232,Diya Patel 132,Male,42,Sales,Sales Executive,3,2017-10-16,UK,145939,3,19,15,14,2023,7,1.31,4,No
233,David Williams 133,Female,39,IT,Data Analyst,3,2011-12-01,Germany,179542,32,13,4,35,2023,13,3.53,4,No
234,Diya Patel 134,Male,28,IT,Engineer,4,2009-06-13,Germany,113712,1,25,13,5,2024,15,3.74,3,No
235,Navya Chopra 135,Male,28,HR,HR Manager,5,2021-06-24,France,153643,12,28,6,41,2023,3,2.85,4,No
236,Devansh Banerjee 136,Male,46,IT,Engineer,4,2017-02-18,Germany,142417,29,7,4,49,2019,7,5.25,2,No
237,Taylor Morris 137,Female,46,IT,Tester,3,2017-01-19,Canada,172877,33,1,1,17,2021,7,2.77,3,No
238,Sara Khan 138,Female,43,Sales,Account Manager,3,2023-07-15,UK,163256,29,7,7,82,2025,1,4.4,3,No
239,Peggy Mann 139,Female,33,Support,Helpdesk,4,2018-08-23,USA,136422,23,0,5,49,2024,6,1.81,3,No
240,Manish Badami 140,Female,48,Marketing,Content Strategist,3,2020-09-08,Germany,124300,32,28,14,29,2025,4,3.5,2,No
241,Diya Patel 141,Female,29,IT,Cybersecurity Specialist,4,2013-08-11,Germany,41630,40,3,15,76,2021,11,3.65,3,Yes
242,Jeffery Lopez 142,Female,40,IT,Data Analyst,3,2016-02-17,Germany,159474,9,18,8,38,2021,8,2.49,2,No
243,Kavya Menon 143,Male,39,HR,HR Manager,1,2016-06-23,France,133869,17,4,9,11,2018,8,3.37,3,No
244,Judith Ware 144,Female,59,Sales,Sales Executive,3,2021-06-23,USA,50701,18,28,5,58,2023,3,2.48,3,No
245,Kabir Mehta 145,Male,32,IT,Data Analyst,3,2020-08-02,UK,180931,6,4,8,75,2023,4,2.89,5,No
246,Reyansh Reddy 146,Other,35,Sales,Sales Executive,2,2009-01-10,Germany,132285,18,20,13,43,2016,15,2.92,3,No
247,Manish Badami 147,Female,51,Sales,Account Manager,2,2023-08-16,Canada,152556,23,27,1,3,2025,1,1.79,4,No
248,Christopher Benson 148,Female,34,Support,Helpdesk,3,2014-08-14,India,50021,14,19,1,35,2020,10,3.72,2,No
249,Diya Patel 149,Male,31,Marketing,Content Lead,1,2022-08-16,France,99361,40,23,7,47,2024,2,3.79,3,No
250,Erin Massey 150,Female,46,Sales,Sales Executive,2,2017-10-07,UK,167317,41,18,15,13,2024,7,2.83,3,No
251,Clinton Scott 151,Male,47,IT,Cybersecurity Specialist,3,2009-02-20,Germany,45355,22,11,6,80,2022,15,3.44,3,No
252,Cody Bright 152,Female,31,HR,Employee Relations,5,2010-09-24,UK,133841,3,19,5,48,2019,14,2.28,4,No
253,Riya Mishra 153,Female,58,Marketing,Marketing Executive,3,2013-04-24,France,52198,37,0,14,66,2017,11,1.95,4,No
254,Connie Bailey 154,Female,54,IT,Software Engineer,5,2012-10-16,India,101951,3,6,15,76,2017,12,2.8,4,No
255,Sara Snyder 155,Female,39,IT,Developer,3,2009-06-11,Canada,167724,4,16,5,8,2023,15,3.89,3,No
256,Navya Chopra 156,Female,26,HR,Recruitment Specialist,2,2017-09-17,Germany,53740,40,30,14,20,2025,7,3.12,3,No
257,Vivaan Gupta 157,Female,58,Finance,Financial Analyst,3,2011-06-11,Canada,38810,22,1,9,71,2017,13,2.76,3,No
258,Ishaan Malhotra 158,Female,48,HR,Employee Relations,3,2015-04-03,France,158743,39,10,1,80,2018,9,3.54,2,No
259,Jeffery Lopez 159,Male,21,Sales,Business Development,3,2014-05-26,Canada,182641,36,6,8,15,2019,10,2.28,4,No
260,Avani Bhat 160,Female,55,Support,Support Engineer,1,2015-11-08,France,134855,10,16,2,15,2020,9,1.97,4,No
261,Jeffery Lopez 161,Male,28,IT,Developer,3,2015-11-10,India,61783,10,26,7,27,2019,9,2.85,3,No
262,Norman Lane 162,Female,27,Marketing,SEO Specialist,1,2018-06-17,Canada,156701,12,2,6,50,2023,6,2.35,4,No
263,Meera Das 163,Female,31,Finance,Accountant,3,2016-06-07,UK,113047,13,28,10,55,2025,8,2.01,4,No
264,Jasmine Gonzalez 164,Female,59,Finance,Financial Analyst,2,2015-06-03,UK,44471,7,21,2,79,2020,9,4.1,3,No
265,Sara Khan 165,Male,24,IT,Developer,3,2012-11-25,France,145771,24,5,12,56,2016,12,5.4,3,No
266,Peter Mckee 166,Male,45,Finance,Accountant,3,2010-10-26,UK,41163,17,21,13,51,2023,14,1.65,5,No
267,Manish Badami 167,Female,32,HR,Employee Relations,1,2017-04-05,India,97071,17,10,3,45,2021,7,2.78,3,No
268,Manish Badami 168,Female,46,IT,Software Engineer,3,2020-05-19,Canada,51065,9,28,4,77,2024,4,3.37,3,No
269,Meera Das 169,Other,58,HR,Employee Relations,3,2010-12-18,Canada,157323,6,17,7,37,2023,14,1.48,3,No
270,Brenda Bauer 170,Male,32,HR,Employee Relations,4,2020-08-07,Germany,152969,13,17,8,83,2022,4,2.98,3,No
271,Peter Mckee 171,Female,57,IT,Tester,4,2018-05-01,France,118456,14,21,13,47,2024,6,3.05,3,No
272,Devansh Banerjee 172,Male,44,Marketing,Content Lead,3,2010-10-17,UK,54154,15,9,11,40,2016,14,3.68,3,No
273,Navya Chopra 173,Female,36,HR,Employee Relations,3,2013-08-20,India,140703,1,4,2,58,2018,11,2.43,3,No
274,Peter Mckee 174,Female,33,HR,HR Executive,2,2020-04-25,France,55229,29,29,8,66,2024,4,2.64,3,No
275,Sara Snyder 175,Male,45,IT,Developer,2,2013-02-05,UK,87587,29,22,11,73,2017,11,4.17,4,No
276,Jasmine Gonzalez 176,Male,24,IT,Cybersecurity Specialist,2,2017-06-06,Germany,84713,17,22,9,83,2020,7,3.62,5,No
277,Sara Snyder 177,Female,31,Finance,Auditor,3,2016-10-28,Canada,56101,30,20,7,65,2018,8,3.93,3,Yes
278,Joel Fuller 178,Male,52,Sales,Account Manager,2,2016-03-10,Canada,75391,12,23,1,26,2023,8,1.45,4,No
279,Peter Mckee 179,Male,27,Finance,Auditor,1,2010-06-10,India,107723,19,25,6,31,2016,14,2.53,4,No
280,Connie Bailey 180,Female,31,IT,Cybersecurity Specialist,3,2016-10-21,USA,135264,34,21,8,55,2024,8,4.72,3,No
281,Megan Williams 181,Female,48,IT,Cybersecurity Specialist,3,2022-12-24,France,72921,22,14,5,9,2024,2,3.12,4,No
282,Rohan Pillai 182,Male,43,IT,Data Analyst,3,2010-04-13,UK,63460,41,20,12,39,2022,14,3.07,2,No
283,Avani Bhat 183,Female,43,HR,Employee Relations,1,2014-10-10,USA,126725,32,19,15,16,2024,10,3.12,3,No
284,Pari Joshi 184,Male,48,Finance,Auditor,3,2022-03-06,France,93445,37,22,2,57,2025,2,4.77,3,No
285,Devansh Banerjee 185,Female,46,IT,Data Analyst,3,2022-10-09,UK,117208,34,3,15,5,2024,2,2.45,3,No
286,Arjun Rao 186,Female,45,Sales,Account Manager,3,2022-08-10,Germany,141283,35,20,5,38,2025,2,3.87,3,No
287,Peggy Mann 187,Male,49,IT,Tester,2,2020-08-03,France,120779,19,20,8,17,2024,4,3.46,4,No
288,Norman Lane 188,Other,39,Sales,Business Development,3,2019-01-19,UK,38060,2,0,2,72,2025,5,1.83,2,No
289,Anna Dominguez 189,Male,53,IT,Developer,4,2020-03-14,Canada,160806,7,14,1,71,2023,4,2.9,5,No
290,Kabir Mehta 190,Male,56,Sales,Sales Executive,2,2009-12-06,France,48731,39,16,15,41,2020,15,2.37,3,Yes
291,Taylor Morris 191,Male,34,Sales,Account Manager,5,2019-03-18,UK,112830,31,18,4,3,2021,5,1.93,4,No
292,Navya Chopra 192,Male,34,Finance,Accountant,3,2020-12-15,India,150871,28,30,4,19,2025,4,4.4,3,No
293,Ishaan Malhotra 193,Female,55,HR,HR Manager,2,2017-09-06,Canada,55719,6,13,9,27,2023,7,1.98,3,No
294,Devansh Banerjee 194,Female,50,Sales,Sales Executive,3,2014-05-12,Canada,84116,1,26,3,39,2023,10,3.95,3,No
295,Avani Bhat 195,Male,48,IT,Tester,1,2023-03-07,USA,61325,20,18,4,64,2025,1,2.34,3,No
296,Peter Mckee 196,Female,37,Sales,Sales Executive,2,2010-07-20,UK,49551,5,17,3,43,2021,14,4.56,2,No
297,Christopher Benson 197,Female,23,HR,HR Manager,3,2011-10-18,USA,128287,27,27,2,22,2023,13,2.78,3,No
298,Kabir Mehta 198,Male,36,HR,HR Manager,4,2023-02-13,India,59278,41,1,4,56,2025,1,3.54,2,Yes
299,Steven Barnett 199,Female,50,Finance,Financial Analyst,4,2022-12-24,USA,50141,35,5,14,46,2024,2,2.63,3,No
300,Christopher Benson 200,Female,49,IT,Cybersecurity Specialist,3,2011-04-07,Germany,102913,31,12,8,12,2022,13,1.03,5,No
301,Ashley Marsh 201,Female,35,IT,Data Analyst,2,2023-03-25,USA,68615,41,16,1,15,2025,1,1.53,1,Yes
302,Steven Barnett 202,Female,45,HR,Recruitment Specialist,3,2012-10-09,USA,157058,8,5,8,54,2023,12,1.3,3,No
303,Steven Barnett 203,Male,58,Finance,Accountant,3,2009-07-23,Germany,147684,10,20,8,64,2019,15,3.45,4,No
304,Norman Lane 204,Male,58,IT,Data Analyst,4,2014-01-26,Germany,62452,22,21,15,80,2023,10,3.17,3,No
305,Nicole Roberts 205,Male,43,Sales,Sales Executive,4,2012-08-18,France,85391,10,4,3,15,2016,12,3.79,3,No
306,Ishaan Malhotra 206,Male,45,IT,Tester,4,2012-08-27,USA,155288,1,6,14,36,2022,12,2.52,3,No
307,Devansh Banerjee 207,Male,27,Finance,Auditor,3,2014-02-01,Canada,148535,2,0,10,51,2024,10,1.03,3,No
308,Ayaan Saxena 208,Male,42,Finance,Accountant,3,2011-11-24,Germany,177770,10,12,10,9,2024,13,4.5,2,No
309,Steven Barnett 209,Female,37,IT,Software Engineer,2,2010-04-11,UK,121711,34,18,12,37,2017,14,4.19,3,No
310,Norman Lane 210,Male,38,IT,Cybersecurity Specialist,5,2013-10-06,France,112850,14,21,12,43,2025,11,3.57,3,No
311,Rohan Pillai 211,Male,30,IT,Developer,2,2021-10-11,France,144733,10,0,6,73,2025,3,4.31,4,No
312,Myra Nair 212,Other,30,Marketing,Content Lead,1,2018-10-01,USA,37365,30,12,13,53,2024,6,3.1,4,No
313,Peggy Mann 213,Male,27,Sales,Business Development,2,2014-09-27,India,132662,27,10,13,50,2025,10,3.47,4,No
314,Aarav Sharma 214,Female,58,Sales,Business Development,4,2013-07-21,Canada,78372,27,26,4,51,2023,11,2.5,3,No
315,Saanvi Iyer 215,Female,47,IT,Software Engineer,3,2018-06-03,India,79134,31,6,13,69,2024,6,2.13,3,Yes
316,Riya Mishra 216,Male,53,IT,Cybersecurity Specialist,3,2023-09-02,India,72823,24,19,1,58,2025,1,1.62,3,No
